Guardians of the Galaxy,1,Directed by: James Gunn,"Written by: James Gunn"","" Nicole Perlman",Based on: Guardians of the Galaxyby Dan AbnettAndy Lanning,Produced by: Kevin Feige,"Starring: Chris Pratt"","" Zoe Saldaña"","" Dave Bautista"","" Vin Diesel"","" Bradley Cooper"","" Lee Pace"","" Michael Rooker"","" Karen Gillan"","" Djimon Hounsou"","" John C. Reilly"","" Glenn Close"","" Benicio del Toro",Cinematography: Ben Davis,"Edited by: Fred Raskin"","" Craig Wood"","" Hughes Winborne",Music by: Tyler Bates,Productioncompany: Productioncompany,Distributed by: Walt Disney StudiosMotion Pictures,Release dates: Release dates,Running time: Running time,Country: United States,Language: English,"Budget: $232.3 million (gross)[2]"","" $195.9 million (net)[2]",Box office: $773.3 million[3]
The Flash,8,Jesse L. Martin,Joe West : A police detective who acts as a surrogate father to Barry," taking him into his home after Barry's mother is murdered and his father is unjustly imprisoned for the crime. Joe is the father of Iris and Wally. He also now has a daughter with his fiancée, district attorney Cecille Horton, named Jenna West. Martin took a medical leave of absence from the show during season five after suffering a back injury."
The Flash,9,Keiynan Lonsdale,Wally West / Kid Flash : The son of Joe and brother of Iris," born without their knowledge after his mother left Central City. The producers disliked the introduction of relatives of characters that were never previously mentioned, feeling it was ""weird"", and opted instead to introduce Wally as unknown even to his relatives. They also chose to make him Iris' brother, a departure from the comics, where he was her nephew. Explaining Lonsdale's casting, Kreisberg said, “Just like when we met Grant  for the first time, we instantly knew Keiynan embodied all the heart and courage of a hero."" After Flashpoint, Wally eventually gets speed powers from Doctor Alchemy and becomes Kid Flash. In season four, he leaves Central City to break out of Barry's shadow, and during that time he joins the Legends. He returns home briefly following the birth of half-sister Jenna West, and to confront Barry when problems with the Speed Force surface."
The Flash,10,Neil Sandilands, Clifford DeVoe / The Thinker : A metahuman with superhuman intelligence. Originally a mild-mannered professor who dreamed of expanding the way people think," DeVoe allows his power to go to his head and starts to seeks to fix all that he deems wrong with humanity as the Thinker; his methods include creating new metahumans to hunt and steal their powers, and framing Barry for murder. His control-freak, power-hungry ways eventually turn his wife Marlize against him, and she eventually helps Team Flash wipe him from existence."
The Flash,11,Hartley Sawyer,Ralph Dibny / Elongated Man : A private investigator," formerly a corrupt CCPD cop, Dibny is a metahuman with superpowers including body elasticity and malleability. He becomes a member of Team Flash. After defeating Mirror Monarch, Dibny left Central City with Sue Dearbon to hunt down other criminal organizations. This was written into the show following Sawyer's firing from the series in June 2020 prior to the start of production of the seventh season due to racist, misogynistic tweets he made in the past resurfacing."
The Flash,12,Danielle Nicolet,Cecile Horton : A district attorney who becomes Joe West's girlfriend and the mother of their daughter Jenna West. While pregnant," she experiences temporary telepathic metahuman superpowers. After her pregnancy, she develops new metahuman abilities of empathy."
The Flash,13,Jessica Parker Kennedy,Nora West-Allen / XS : A mysterious girl with super-speed powers," who is eventually revealed to be Barry and Iris' future daughter. She arrives in the future with the help Eobard Thawne/Reverse-Flash to help take on Cicada, a metahuman who hates and aims to exterminate all other metas. She eventually is erased from existence after the source of Cicada's powers was destroyed. A different version of Nora appears starting with the seventh season, assisting her father in the Godspeed war and later Thawne's re-emergence."
The Flash,14,Chris Klein,Orlin Dwyer / Cicada : A metahuman who hates and aims to exterminate all other metas. Developing his powers and views after separate meta incidents that also kill his sister and injure his niece Grace," Cicada initially aims to kill all metahumans, including eventually himself. He eventually gives this and his powers up after learning of Grace's meta status, but is later killed by a future version of Grace who had embraced his old views, although a part of him survives long enough to help avert this future by convincing present-day Grace."
The Flash,15,LaMonica Garrett,"Mar Novu / Monitor : a multiversal being testing different Earths in the multiverse in preparation for an impending ""crisis"". He made his first appearance in the Arrowverse crossover ""Elseworlds"".
Garrett also portrays Mobius / Anti-Monitor "," the Monitor's polar opposite, an evil being dedicated to ending the multiverse."
The Flash,16,Efrat Dor, Eva McCulloch / Mirror Monarch : A quantum engineer and co-founder of McCulloch Technologies who was seemingly trapped in the Mirrorverse for six years after a particle accelerator explosion. After discovering her husband has perverted her company and technology to create the criminal organization Black Hole," she seeks to escape and get revenge, kidnapping Iris, Kamila, and Chief Singh and replacing them with mirror duplicates in order to secure the resources to escape safely. After doing so, she kills her husband, destroys Black Hole's resources and takes back her company. Shortly afterwards, it is revealed that the present Eva is actually a mirror copy and the real Eva perished in the particle accelerator explosion. Upon learning the truth, she tries to replace everyone in Central City with duplicates to bring them down to her level. Flash and Iris persuade her to give up on her plans and after destroying the duplicates with their help and returning all the people, she leaves for the Mirrorverse again to start anew."
The Flash,17,Kayla Compton,Allegra Garcia : A young metahuman with electromagnetic abilities and aspiring reporter.,
The Flash,18,Brandon McKnight,Chester P. Runk : A scientist who was rescued by Team Flash from his own experiment and now aids them while rebuilding his life.,
The Flash,19,Jon Cor,Mark Blaine / Chillblaine : A former cryogenicist-turned-criminal who becomes a rival and love interest for Frost.,
Toy Story,404 ERROR
The Amazing Spider,1,Directed by: Marc Webb,"Screenplay by: James Vanderbilt"","" Alvin Sargent"","" Steve Kloves",Story by: James Vanderbilt,Based on: Spider-Manby Stan LeeSteve Ditko,"Produced by: Laura Ziskin"","" Avi Arad"","" Matt Tolmach","Starring: Andrew Garfield"","" Emma Stone"","" Rhys Ifans"","" Denis Leary"","" Martin Sheen"","" Sally Field"","" Irrfan Khan",Cinematography: John Schwartzman,"Edited by: Alan Edward Bell"","" Pietro Scalia",Music by: James Horner,Productioncompanies: Productioncompanies,Distributed by: Sony Pictures Releasing,Release dates: Release dates,Running time: Running time,Country: United States,Language: English,Budget: $200–230 million[a],Box office: $758 million[6]
The Amazing Spider,2,Andrew Garfield,Peter Parker / Spider-Man: A intellectually-gifted yet socially-introverted teenager struggling to find his place in life ever since his parents died when he was a child. When Peter sneaks inside the Oscorp building where his father worked," a genetically-enhanced spider bites him on the back of his neck, giving him inhuman abilities, similar to that of a spider's. After his uncle's murder at the hands of a thief, he takes up the mantle of a masked vigilante, ""Spider-Man,"" who targets street-level criminals using his super-human abilities and specially-constructed wrist-worn devices named ""web-shooters."" Initially using his alter-ego to hunt down his uncle's killer, he is later compelled to use his abilities to stop the growing threat of the ""Lizard"". Garfield described Parker as someone he can relate to and stated that the character had been an important influence on him since he was little. Garfield said in interviews, including one in which he was interviewed by Maguire, that when he watched the film Spider-Man when he was younger, he would jokingly recite Maguire's lines in the mirror with a friend who joked that he would never be Spider-Man. On accepting the role Garfield explained, ""I see it as a massive challenge in many ways... To make it authentic. To make the character live and breathe in a new way. The audience already has a relationship with many different incarnations of the character. I do, as well. I'm probably going to be the guy in the movie theater shouting abuse at myself. But I have to let that go. No turning back. And I wouldn't want to."" After taking the role, Garfield studied the movements of athletes and spiders and tried to incorporate them, saying Parker is ""a boy/spider in terms of how he moves, and not just in the suit."" He did yoga and Pilates for the role in order to be as flexible as possible. Garfield admitted to shedding a tear when first wearing his costume and that he tried to imagine ""a much better actor's face in that suit"" because seeing himself as Spider-Man ""didn't make sense to him"". He said, ""I didn’t think that the spandex would make me so emotional, but it did."" He described the suit as ""uncomfortable"" and said that he wasn't allowed to wear anything underneath it because it was so skintight, although later clarified that he wore underpants while in the suit. When filming, Garfield explained that he had four months of training and described his physical roles on stunts as terribly challenging and exhausting.
Max Charles plays a young Peter Parker."
The Amazing Spider,3,Emma Stone,Gwen Stacy: A high school classmate and love interest of Parker's," a smart and charismatic girl who is the chief Intern at Oscorp. For the role, Stone kept her natural blonde hair color, rather than maintaining her usual dyed red hair. She felt that she had a responsibility to educate herself on Spider-Man, admitting she ""hadn't read the comic book growing up, and my experience was with the Sam Raimi movies... I always assumed that Mary Jane was his first love"", and having only been familiar with her The Help co-star Bryce Dallas Howard's portrayal in Spider-Man 3. Stone said, ""There's a part of me that really wants to please people  love Spider-Man or Gwen Stacy and want her to be done justice. I hope they'll give me license to interpret her my way."""
The Amazing Spider,4,Rhys Ifans,Dr. Curt Connors / Lizard: One of Oscorp's leading scientific minds and former partner of Peter's late father Richard Parker who attempts to engineer a revolutionary regeneration serum to help regrow limbs and human tissue. Something goes wrong," and he is transformed into a large reptilian monster. Ifans said his character spends the majority of the film as a human. While playing the 9-foot-tall reptile, Ifans was required to wear a CGI suit. Initially, a large stunt double was used as a stand-in for the role, but Ifans insisted on portraying the transformed character. Commenting on the technology used to bring his character to life, Ifans continued, ""I had a green suit on, and then this cardboard head, and these small claws... Every time you see the Lizard, the technology is so advanced now that when the Lizard's eyes move, they're my eyes. If I frown or show any emotion, they're my emotions. That's how spectacularly advanced technology is."" Ifans said that he voiced the man-beast as well, explaining, ""I'm sure the voice will be toyed with in the eventual edits, but when I was shooting the CGI moments when I wasn't human when I was Lizard, I looked like a crash-test dummy in a green leotard thing. There were many moments when I had to speak to Andrew Garfield and Emma Stone as the Lizard."""
The Amazing Spider,5,Denis Leary,George Stacy:Gwen's father," a police captain who hunts both Spider-Man out of distrust and the Lizard for his rampage. Leary explained that he did not know much about Spider-Man in the comics and was ""more of a Batman guy. Not the '60s , but the dark Batman. But my wife was a Spider-Man nut, which was why I went to  Tobey Maguire ones."" He added that long before he was cast as George Stacy his friend Jeff Garlin, a Spider-Man fan, ""said to me, 'The first time I met you, I thought you were George Stacy!' This was like 30 years ago. I was like, 'What?!'"" Director Webb said of his casting, ""e all trust Denis Leary. He's got this attitude, but you love him."""
The Amazing Spider,6,Campbell Scott,Richard Parker: Peter's late father. He is a businessman and scientist who worked for Oscorp," his research being the Spider-venom cross species experiment said to heal or cure any sickness, one of the spiders he created ends up biting his son granting him his abilities."
The Amazing Spider,7,Irrfan Khan,Rajit Ratha: An Oscorp executive," Connors' immediate superior. Khan said he was offered what he described as this ""pivotal role"" after appearing in the TV drama series In Treatment. Webb described himself as a fan of the actor when watching the series along with the films The Namesake and The Warrior. Khan said he was uninterested in the project at first, but that his sons were excited about it and insisted he take the role."
The Amazing Spider,8,Martin Sheen,Ben Parker: Peter's uncle and Richard's brother. Sheen admitted he was unfamiliar with Spider-Man other than Maguire's portrayal," and knew little of the character Ben Parker except for knowing Cliff Robertson had played the part. Sheen described his character as a surrogate father, saying, ""I'm dealing with this adolescent who is having problems with changes, with hormones changing and his getting out of hand. I have to give him the marching orders and so forth."" Webb said, ""You think of Martin Sheen as President Bartlet . He has that sense of benevolent authority, but there's something else that's important, in terms of the dynamic that I wanted to explore, vis-à-vis Peter's relationship with his absent parents."" Webb felt that unlike the scientifically inclined Peter, Uncle Ben represented the blue-collar working man, a gap that could create a dynamic between the characters."
The Amazing Spider,9,Sally Field,"May Parker: Ben Parker's wife and Peter's aunt. Field said the main reason she felt she had to be in the film was because of producer Laura Ziskin  because she had an instinct that this was to be Ziskin's last film. After Ziskin's death Field expressed her gratitude at being a part of both Ziskin's first and last films. Director Webb felt that ""when you cast someone like Sally"," they come with a certain level of awareness and real genuine affection, which for Aunt May is an incredibly important thing to have."" Webb said that while ""we all love Aunt May"", he wanted to create tension between May and Peter. ""He's got bruises on his face, and what happens at that moment? That can create some tension, but you want there to be love there. That's what someone like Sally Field gives you."""
American Horror Story,404 ERROR
Grease,1,Directed by: Randal Kleiser,Screenplay by: Bronté Woodard,Adaptation by: Allan Carr,Based on: Greaseby Jim JacobsWarren Casey,"Produced by: Robert Stigwood"","" Allan Carr","Starring: John Travolta"","" Olivia Newton-John"","" Stockard Channing",Cinematography: Bill Butler,Edited by: John F. Burnett,Music by: Michael Gibson,Productioncompanies: Productioncompanies,Distributed by: Paramount Pictures[1],Release date: Release date,Running time: Running time,Country: United States,Language: English,Budget: $6 million[2],Box office: $366.2 million[2]
Grease,2,John Travolta,Danny Zuko,
Grease,3,Olivia Newton-John,Sandy Olsson,
Grease,4,Jeff Conaway,Kenickie,
Grease,5,Barry Pearl,Doody,
Grease,6,Michael Tucci,Sonny LaTierri,
Grease,7,Kelly Ward,Putzie,
Grease,8,Stockard Channing,Betty Rizzo,
Grease,9,Didi Conn,Frenchy,
Grease,10,Jamie Donnelly,Jan,
Grease,11,Dinah Manoff,Marty Maraschino,
Grease,12,Eddie Deezen,Eugene Felsnic,
Grease,13,Susan Buckner,"Patricia ""Patty"" Simcox",
Grease,14,Lorenzo Lamas,"Thomas ""Tom"" Chisum",
Grease,15,Dennis Cleveland Stewart,"Leo ""Crater-Face"" Balmudo",
Grease,16,Annette Charles,"Charlene ""Cha-Cha"" DiGregorio",
Grease,17,Eve Arden,Principal McGee,
Grease,18,Dody Goodman,Blanche Hodel,
Grease,19,Sid Caesar,Coach Vince Calhoun,
Grease,20,Alice Ghostley,Mrs. Murdock,
Grease,21,Darrell Zwerling,Mr. Lynch,
Grease,22,Dick Patterson,Mr. Rudie,
Grease,23,Fannie Flagg,Nurse Wilkins,
Grease,24,Joan Blondell,Vi,
Grease,25,Frankie Avalon,Teen Angel,
Grease,26,Edd Byrnes,Vince Fontaine,
Grease,27,Johnny Contardo and Sha Na Na,Johnny Casino & The Gamblers,
Grease,28,Ellen Travolta,a Frosty Palace waitress,
The Breakfast Club,1,Directed by: John Hughes,Written by: John Hughes,Produced by: Ned TanenJohn Hughes,"Starring: Emilio Estevez"","" Paul Gleason"","" Anthony Michael Hall"","" Judd Nelson"","" Molly Ringwald"","" Ally Sheedy",Cinematography: Thomas Del Ruth,Edited by: Dede Allen,Music by: Keith Forsey,Productioncompanies: Productioncompanies,Distributed by: Universal Pictures,Release dates: Release dates,Running time: Running time,Country: United States,Language: English,Budget: $1 million[2],Box office: $51.5 million[3],"Released: February 19, 1985",Recorded: 1984,Genre: Genre,Length: 37:59,Label: Label,Producer: Producer
The Breakfast Club,2,Emilio Estevez,Andrew Clark," an ""Athlete"" who was sentenced to Saturday detention for taping Larry Lester's butt cheeks together. His father intimidates him into winning at everything and mistreat those weaker than himself."
The Breakfast Club,3,Paul Gleason,Vice Principal Richard Vernon," the authoritarian vice-principal of Shermer High School who oversees the Saturday detention. He is combative towards the students, particularly John, and judges them based on their social stereotypes."
The Breakfast Club,4,Anthony Michael Hall,Brian Johnson," a ""Brain"" who was sentenced to Saturday detention for bringing a flare gun that was to be used in a suicide attempt. His parents’ constant forcing of him to get good grades drove him to this attempt."
The Breakfast Club,5,John Kapelos,Carl Reed, a janitor at Shermer High School who appears to be on friendly terms with Brian.
The Breakfast Club,6,Judd Nelson,John Bender," a ""Criminal"" who was sentenced to Saturday detention for pulling the fire alarm and is the most argumentative towards Vernon. He has a physically and verbally abusive father who burned him on the arm with a cigar for spilling paint in the garage."
The Breakfast Club,7,Molly Ringwald,Claire Standish," a ""Princess"" who was sentenced to Saturday detention for skipping school so that she can go shopping. Her parents, on the verge of divorce, endlessly use her to get back at each other during arguments."
The Breakfast Club,8,Ally Sheedy,Allison Reynolds," a ""Basket Case"" who wasn't sentenced to Saturday detention and only attended as she couldn't find anything better to do. Her parents neglect her which drives her to consider running away from home."
The Breakfast Club,9,Ron Dean,Mr. Clark, the father of Andrew who constantly pressures him to not “blow his ride”.
The Breakfast Club,10,Mercedes Hall,Mrs. Johnson, the strict mother of Brian who pressures him to do well in his tests and appears unsympathetic to her son's suicide attempt.
The Breakfast Club,11,Mary Christian,Brian's sister.,
The Breakfast Club,12,Tim Gamble,Mr. Standish, the condescending father of Claire.
The Breakfast Club,13,Perry Crawford,Mr. Reynolds, the neglectful father of Allison.
The Breakfast Club,14,Fran Gargano,Mrs. Reynolds, the neglectful mother of Allison.
The Breakfast Club,15,John Hughes,Mr. Johnson , the father of Brian.
Jurassic World,1,Directed by: Colin Trevorrow,"Screenplay by: Rick JaffaAmanda Silver"","" Derek Connolly"","" Colin Trevorrow","Story by: Rick Jaffa"","" Amanda Silver",Based on: Charactersby Michael Crichton,"Produced by: Frank Marshall"","" Patrick Crowley","Starring: Chris Pratt"","" Bryce Dallas Howard"","" Vincent D'Onofrio"","" Ty Simpkins"","" Nick Robinson"","" Omar Sy"","" BD Wong"","" Irrfan Khan",Cinematography: John Schwartzman,Edited by: Kevin Stitt,Music by: Michael Giacchino,Productioncompanies: Productioncompanies,Distributed by: Universal Pictures,Release dates: Release dates,Running time: Running time,Country: United States,Language: English,Budget: $150 million[3],Box office: $1.671 billion[3]
Jurassic World,2,Chris Pratt,Owen Grady," a Navy veteran and ethologist, and a Velociraptor expert and handler at Jurassic World."
Jurassic World,3,Bryce Dallas Howard,Claire Dearing, the Jurassic World operations manager and aunt to Zach and Gray Mitchell.
Jurassic World,4,Vincent D'Onofrio,Vic Hoskins," head of InGen's security operations, who wants to use the Velociraptors as military animals."
Jurassic World,5,Ty Simpkins,Gray Mitchell, one of Claire's nephews and the younger brother of Zach.
Jurassic World,6,Nick Robinson,Zach Mitchell, one of Claire's nephews and the older brother of Gray.
Jurassic World,7,Omar Sy,Barry Sembène, Owen's assistant who helps care for the raptors.
Jurassic World,8,BD Wong,Dr. Henry Wu, a geneticist who heads the team that created the dinosaurs for Jurassic World as well as the failed original Jurassic Park.
Jurassic World,9,Irrfan Khan,Simon Masrani, CEO of the Masrani Corporation and the owner of Jurassic World.
Jurassic World,10,Jake Johnson,Lowery Cruthers, an employee in the park's control room
Jurassic World,11,Lauren Lapkus,Vivian, an employee in the park's control room
Jurassic World,12,Brian Tee,Hamada," the leader of the ACU , a group of security guards installed on Isla Nublar"
Jurassic World,13,Katie McGrath,Zara, Claire's personal assistant.
Jurassic World,14,Judy Greer,Karen Mitchell, Claire's sister and mother of Zach and Gray.
Jurassic World,15,Andy Buckley,Scott Mitchell, Karen's husband and father of Zach and Gray.
The Princess Diaries,1,Directed by: Garry Marshall,Screenplay by: Gina Wendkos,Based on: The Princess Diariesby Meg Cabot,"Produced by: Whitney Houston"","" Debra Martin Chase"","" Mario Iscovich","Starring: Anne Hathaway"","" Héctor Elizondo"","" Heather Matarazzo"","" Mandy Moore"","" Caroline Goodall"","" Robert Schwartzman"","" Julie Andrews",Cinematography: Karl Walter Lindenlaub,Edited by: Bruce Green,Music by: John Debney,Productioncompanies: Productioncompanies,Distributed by: Buena Vista Pictures Distribution,Release dates: Release dates,Running time: Running time,Country: United States,Language: English,Budget: $26 million,Box office: $165.3 million[2]
The Princess Diaries,2,Julie Andrews,Clarisse Renaldi, Mia's grandmother and Queen regent of Genovia
The Princess Diaries,3,Anne Hathaway,Mia Thermopolis, heir to the throne and Princess of Genovia
The Princess Diaries,4,Héctor Elizondo,Joe, Clarisse's head of security and Mia's limousine driver
The Princess Diaries,5,Heather Matarazzo,Lilly Moscovitz, Mia's eccentric and socially conscious childhood best friend
The Princess Diaries,6,Robert Schwartzman,Michael Moscovitz, Lilly's older brother who harbors romantic feelings for Mia
The Princess Diaries,7,Mandy Moore,Lana Thomas, a popular cheerleader who bullies Mia and other students
The Princess Diaries,8,Caroline Goodall,Helen Thermopolis, Mia's mother; an artist
The Princess Diaries,9,Erik von Detten,Josh Bryant," a popular, egotistical student on whom Mia develops a crush"
The Princess Diaries,10,Patrick Flueger,Jeremiah Hart, a friend of Mia and Lilly's; an aspiring magician
The Princess Diaries,11,Sean O'Bryan,Patrick O'Connell, Mia's English teacher who begins to date Helen
The Princess Diaries,12,Sandra Oh,Geraldine Gupta, vice principal of Mia's school
The Princess Diaries,13,Kathleen Marshall,Charlotte Kutaway, Clarisse's secretary
The Princess Diaries,14,Mindy Burbano,Anita Harbula, Mia's gym teacher
The Princess Diaries,15,René Auberjonois,the voice of Philippe Renaldi," Mia's late father, Clarisse’s son, and former crown Prince of Genovia"
The Princess Diaries,16,Larry Miller,Paolo Puttanesca, Mia's hairdresser and beautician
The Princess Diaries,17,Patrick Richwood,Mr. Robutusen, Mia's neighbor; a writer
The Princess Diaries,18,Mayor Willie Brown,himself,
The Princess Diaries,19,Joel McCrary,Prime Minister Motaz,
The Princess Diaries,20,John McGivern,Bruce McIntosh,
The Princess Diaries,21,Fat Louie,himself, Mia's cat
Teen Wolf,1,"Genre: Action"","" Romance"","" Supernatural thriller"","" Teen drama",Based on: Teen Wolfby Jeph LoebMatthew Weisman,Developed by: Jeff Davis,"Starring: Tyler Posey"","" Crystal Reed"","" Dylan O'Brien"","" Tyler Hoechlin"","" Holland Roden"","" Colton Haynes"","" Shelley Hennig"","" Arden Cho"","" Dylan Sprayberry"","" Linden Ashby"","" Melissa Ponzio"","" JR Bourne",Composer: Dino Meneghin,Country of origin: United States,Original language: English,No. of seasons: No.,No. of episodes: No.,"Executive producers: Jeff Davis"","" Marty Adelstein"","" René Echevarria"","" Michael Thorn"","" Tony DiSanto"","" Liz Gateley"","" Russell Mulcahy"","" Joseph P. Genier"","" Tim Andrew"","" Karen Gorodetzky","Producers: Eric Wallace"","" Graham Vanderbilt"","" Blaine Williams"","" Tyler Posey"","" Ross Maxwell","Production locations: Atlanta, Georgia"","" Los Angeles, California","Cinematography: Jonathan Hall"","" Rich Paisley"","" David Daniel","Editors: Gabriel Flemming"","" Alyssa Clark"","" Gregory Cusumano"","" Edward R. Abroms"","" David Daniel"","" Kim Powell"","" Kevin Mock",Running time: 40–53 minutes,"Production companies: Adelstein Productions"","" DiGa Vision"","" First Cause, Inc."","" Lost Marbles Television"","" Siesta Productions"","" MTV Production Development"","" MGM Television",Distributor: MGM Domestic Television Distribution,Original network: MTV,"Original release: June 5, 2011 (2011-06-05) –September 24, 2017 (2017-09-24)","Related: Teen Wolf"","" Teen Wolf Too"","" Teen Wolf (1986 TV series)"","" Teen Wolf: The Movie"
Teen Wolf,2,Tyler Posey,Scott McCall: Scott is turned into a werewolf in the series premiere and," alongside his friend Stiles, begins to uncover the complicated supernatural world of Beacon Hills, California."
Teen Wolf,3,Crystal Reed ,Allison Argent: Scott's first love interest," Allison, descends from a long line of werewolf hunters. Her formidable prowess with a bow and arrow is an asset to the team in encounters with the shapeshifters and monsters that roam Beacon Hills. Reed also portrays Allison's ancestor Marie-Jeanne Valet in the fifth season."
Teen Wolf,4,Dylan O'Brien,Stiles Stilinski: Stiles is Scott's childhood best friend," with a talent for solving mysteries and a fierce loyalty to those closest to him. As a young child, Stiles is portrayed by Anthony Lapenna. O'Brien also portrays the Nogitsune, a demon who possesses Stiles."
Teen Wolf,5,Tyler Hoechlin ,Derek Hale: An older werewolf from a prominent werewolf family in Beacon Hills," Derek starts off with a hostile relationship towards Scott and his ""pack"" of friends, but comes to be a valuable ally. Ian Nelson portrays the teenage Derek."
Teen Wolf,6,Holland Roden,Lydia Martin: A popular girl at Beacon Hills High and a close friend of Allison's. Lydia initially tries to play down her formidable intelligence," but she is a genius. After an encounter with Derek's villainous uncle Peter Hale in season one, her own supernatural abilities—those of a banshee—begin to manifest."
Teen Wolf,7,Colton Haynes ,Jackson Whittemore: Lydia's shallow boyfriend. Jackson antagonises Scott and Stiles relentlessly but suffers from inner self-hatred. This causes his encounter with a werewolf's bite to turn him into another sort of creature: the deadly reptilian kanima. Jackson abruptly leaves Beacon Hills in the gap between seasons two and three," but returns for a guest stint at the end of season six, having come out and entered a relationship with another werewolf, Ethan."
Teen Wolf,8,Shelley Hennig ,Malia Tate: The daughter of Peter Hale and a werecoyote assassin," Malia was adopted into a local Beacon Hills family for her own safety. After her new family is killed, she spends her formative years as a fully transformed feral coyote. After rejoining the human social world, she develops a blunt, no-nonsense personality, while adjusting to teenage life as a fish out of water."
Teen Wolf,9,Arden Cho ,Kira Yukimura: Kira moves to Beacon Hills as monsters from Japanese mythology are beginning to plague the lives of her new classmates; she herself discovers that she is a thunder kitsune with profound swordsmanship skills and electrical powers. Cho also portrays Kira's mother Noshiko as a young woman.,
Teen Wolf,10,Dylan Sprayberry ,Liam Dunbar: Liam is a younger rival of Scott's with anger issues who Scott is forced to transform into a werewolf in order to save his life. Liam's anger gives him an uncommon degree of strength for a young werewolf," and he comes to develop a real respect for his mentor, Scott."
Teen Wolf,11,Linden Ashby ,Sheriff Noah Stilinski: Noah is initially reluctant to help his son and Scott with their escapades but is later brought into their supernatural secret. From then on, he assists his son by deploying the resources of the police department to help when he can.
Teen Wolf,12,Melissa Ponzio ,Melissa McCall: Scott's mother," a local nurse, becomes an invaluable ally of the gang once brought in on their secret, concealing unexplained supernatural occurrences and saving the lives of Scott and his pack members many times over."
Teen Wolf,13,JR Bourne ,Chris Argent: Allison's father is a born and raised werewolf hunter who is highly effective at what he does. He later comes around to see Scott as a vital protector of Beacon Hills and dedicates himself to supporting his cause. Max Lloyd Jones portrays the young Argent.,
The Princess Bride,1,Directed by: Rob Reiner,Screenplay by: William Goldman,"Based on: The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure, The ""Good Parts"" Versionby William Goldman","Produced by: Rob Reiner"","" Andrew Scheinman","Starring: Cary Elwes"","" Mandy Patinkin"","" Chris Sarandon"","" Christopher Guest"","" Wallace Shawn"","" André the Giant"","" Fred Savage"","" Robin Wright",Cinematography: Adrian Biddle,Edited by: Robert Leighton,Music by: Mark Knopfler,Productioncompanies: Productioncompanies,Distributed by: 20th Century Fox (United States)Interaccess Film Distribution (International),Release date: Release date,Running time: Running time,Country: United States,Language: English,Budget: $16 million,Box office: $30.9 million
The Princess Bride,2,Fred Savage,The Grandson,
The Princess Bride,3,Peter Falk,Grandpa/The Narrator,
The Princess Bride,4,Betsy Brantley,The Mother,
The Princess Bride,5,Cary Elwes,Westley/Dread Pirate Roberts/The Man in Black,
The Princess Bride,6,Robin Wright,Buttercup/The Princess Bride,
The Princess Bride,7,Mandy Patinkin,Inigo Montoya,
The Princess Bride,8,Chris Sarandon,Prince Humperdinck,
The Princess Bride,9,Christopher Guest,Count Tyrone Rugen,
The Princess Bride,10,Wallace Shawn,Vizzini,
The Princess Bride,11,André the Giant,Fezzik,
The Princess Bride,12,Peter Cook,The Impressive Clergyman,
The Princess Bride,13,Mel Smith,The Albino,
The Princess Bride,14,Carol Kane,Valerie, Max's wife
The Princess Bride,15,Billy Crystal,Miracle Max,
The Princess Bride,16,Margery Mason,The Ancient Booer,
The Princess Bride,17,Malcolm Storry,Yellin,
The Princess Bride,18,Willoughby Gray,The King,
How I Met Your Mother,1,"Genre: Sitcom"","" Romantic comedy"","" Comedy drama","Created by: Carter Bays"","" Craig Thomas","Starring: Josh Radnor"","" Jason Segel"","" Cobie Smulders"","" Neil Patrick Harris"","" Alyson Hannigan"","" Cristin Milioti",Narrated by: Bob Saget,"Opening theme: ""Hey, Beautiful"" by The Solids",Composer: John Swihart,Country of origin: United States,Original language: English,No. of seasons: No.,No. of episodes: No.,"Executive producers: Carter Bays"","" Craig Thomas"","" Rob Greenberg"","" Pamela Fryman"","" Eileen Heisler"","" DeAnn Heline"","" Phil Lord"","" Greg Malins"","" Christopher Miller"","" Chris Harris"","" Stephen Lloyd"","" Kourtney Kang"","" Jamie Rhonheimer"","" Chuck Tatham","Producers: Randy Cordray"","" Suzy Mamann Greenberg"","" Chris Harris"","" Jamie Rhonheimer"","" Kourtney Kang"","" Brenda Hsueh"","" Theresa Mulligan Rosenthal"","" Stewart Halpern-Fingerhut"","" Rob Greenberg"","" Tami Sagher",Cinematography: Steven V. Silver (pilot) Christian La Fountaine,Editor: Sue Federman,Camera setup: Multi-camera,Running time: 22 minutes,Production companies: Bays & Thomas Productions20th Century Fox Television,Distributor: 20th Television,Original network: CBS,Picture format: HDTV 1080i,Audio format: Dolby Digital 5.1,"Original release: September 19, 2005 (2005-09-19) –March 31, 2014 (2014-03-31)",Related: How I Met Your Father
